anno,seccion,grupo_rev4_homologado,descripcion_grupo_rev4_homologado,seccion_rev4_homologada,incluir_sector_industrial_rev4,ciiu_version_fuente,seccion_fuente,epoca,codigos_fuente_incluidos,divisiones_publicadas_incluidas,n_filas_fuente,tipo_homologacion,calidad_homologacion,notas_homologacion,vbp_pp,vbp_pb,vab_pp,vab_pb,remuneraciones,puestos_trabajo
2009,C,13_14_15_textiles_prendas_cuero,Textiles prendas y cuero,C,si,Rev.4,C,4,13|14|15,13|14|15,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,16236329873.929993,,4081827933.94193,,2832355137.6963716,14471.095749763906
2009,C,16_madera,Madera y productos de madera,C,si,Rev.4,C,4,16,16,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,4533805114.459713,,1048301696.5365922,,621743926.0351394,3163.26145373745
2009,C,17_18_papel_impresion,Papel impresion y reproduccion,C,si,Rev.4,C,4,17|18,17|18,2,agregacion_rev4_para_compatibilidad,media,Agregado Rev4 definido para compatibilidad con Rev3 21-22.,19867607561.360867,,6025598507.458333,,1742163800.3904243,4979.897000622645
2009,C,19_refinacion,Coque y refinacion de petroleo,C,si,Rev.4,C,4,19,19,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,37059614882.0,,12175111279.0,,1505218063.0,1683.0
2009,C,20_21_22_quimicos_farma_caucho_plastico,Quimicos farmaceuticos caucho y plastico,C,si,Rev.4,C,4,20|21|22,20|21|22,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 24-25.,30474888490.966637,,9714465741.140944,,4737028663.232117,12209.130275678956
2009,C,23_24_minerales_metales,Minerales no metalicos y metales comunes,C,si,Rev.4,C,4,23|24,23|24,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,9383696325.052351,,2835936024.2400846,,1700481935.2491965,4923.225393012988
2009,C,25_26_27_28_33_metal_equipos_reparacion,Productos de metal equipos y reparacion,C,si,Rev.4,C,4,25|26|27|28|33,25|26|27|28|33,5,agregacion_rev4_para_compatibilidad,alta,Grupo amplio definido por reubicacion de reparacion e instalacion en Rev4 33.|Rev4 33 se agrega con metal/equipos para evitar quiebre artificial hacia atras.,11002037671.495731,,4385614454.874233,,2535032768.157902,8245.776244911565
2009,C,29_30_vehiculos_transporte,Vehiculos y otros equipos de transporte,C,si,Rev.4,C,4,29|30,29|30,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,3237262930.2900076,,826382169.7149407,,436140642.0135109,1524.639167523743
2009,C,31_32_muebles_otras_manufacturas,Muebles y otras manufacturas,C,si,Rev.4,C,4,31|32,31|32,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 36.,2463585890.797571,,1107706322.2439923,,587644719.7392416,3100.69824050433
2010,C,10_11_12_alimentos_bebidas_tabaco,Alimentos bebidas y tabaco,C,si,Rev.4,C,4,10|11|12,10|11|12,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001 y agrupaciones publicadas.,141789868465.7705,,41005792075.91745,,15272782475.753157,53488.08682724452
2010,C,13_14_15_textiles_prendas_cuero,Textiles prendas y cuero,C,si,Rev.4,C,4,13|14|15,13|14|15,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,16782161358.391457,,4309996166.234642,,2982353384.7064414,13879.27467162955
2010,C,16_madera,Madera y productos de madera,C,si,Rev.4,C,4,16,16,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,5984902131.970272,,1190311497.3256166,,688643677.9062018,3447.6270990632916
2010,C,17_18_papel_impresion,Papel impresion y reproduccion,C,si,Rev.4,C,4,17|18,17|18,2,agregacion_rev4_para_compatibilidad,media,Agregado Rev4 definido para compatibilidad con Rev3 21-22.,27108931931.56599,,11452484876.40965,,2055916477.7951455,5635.1674295339635
2010,C,19_refinacion,Coque y refinacion de petroleo,C,si,Rev.4,C,4,19,19,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,41162283178.0,,15180150227.0,,1712127200.0,2513.0
2010,C,20_21_22_quimicos_farma_caucho_plastico,Quimicos farmaceuticos caucho y plastico,C,si,Rev.4,C,4,20|21|22,20|21|22,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 24-25.,32413748706.20234,,10351283549.731585,,5186041893.407854,13045.374216312379
2010,C,23_24_minerales_metales,Minerales no metalicos y metales comunes,C,si,Rev.4,C,4,23|24,23|24,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,9090232115.58451,,3270915829.949168,,1493783001.1122718,4199.116973197748
2010,C,25_26_27_28_33_metal_equipos_reparacion,Productos de metal equipos y reparacion,C,si,Rev.4,C,4,25|26|27|28|33,25|26|27|28|33,5,agregacion_rev4_para_compatibilidad,alta,Grupo amplio definido por reubicacion de reparacion e instalacion en Rev4 33.|Rev4 33 se agrega con metal/equipos para evitar quiebre artificial hacia atras.,13475253212.649155,,5425506368.63153,,3076725602.8909283,10166.584985949838
2010,C,29_30_vehiculos_transporte,Vehiculos y otros equipos de transporte,C,si,Rev.4,C,4,29|30,29|30,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,7710071105.83197,,2057726334.419725,,857873035.5522505,2611.4299351674927
2010,C,31_32_muebles_otras_manufacturas,Muebles y otras manufacturas,C,si,Rev.4,C,4,31|32,31|32,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 36.,3097232908.778433,,1319924005.6329606,,805603534.2253853,3288.5317917679026
2011,C,10_11_12_alimentos_bebidas_tabaco,Alimentos bebidas y tabaco,C,si,Rev.4,C,4,10|11|12,10|11 y 12,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001 y agrupaciones publicadas.,154151427299.71338,,42893803586.41139,,16801698018.07014,52306.64072823009
2011,C,13_14_15_textiles_prendas_cuero,Textiles prendas y cuero,C,si,Rev.4,C,4,13|14|15,13|14|15,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,18832135610.31309,,4481041469.323585,,3244811082.002214,12561.567564389743
2011,C,16_madera,Madera y productos de madera,C,si,Rev.4,C,4,16,16,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,5783368187.765341,,1179676403.2105424,,857335197.0402097,3392.8341442196906
2011,C,17_18_papel_impresion,Papel impresion y reproduccion,C,si,Rev.4,C,4,17|18,17|18,2,agregacion_rev4_para_compatibilidad,media,Agregado Rev4 definido para compatibilidad con Rev3 21-22.,26982895129.99861,,10049016375.8937,,2306873254.7531404,5962.731377322454
2011,C,19_refinacion,Coque y refinacion de petroleo,C,si,Rev.4,C,4,19,19,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,38558923767.0,,14722545501.0,,2164648016.0,2579.0
2011,C,20_21_22_quimicos_farma_caucho_plastico,Quimicos farmaceuticos caucho y plastico,C,si,Rev.4,C,4,20|21|22,20|21|22,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 24-25.,42285982382.55208,,11662952950.043018,,6225170174.95669,13172.237443226928
2011,C,23_24_minerales_metales,Minerales no metalicos y metales comunes,C,si,Rev.4,C,4,23|24,23|24,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,11131884032.560665,,4301077910.933399,,1860002527.7970204,4422.74202659042
2011,C,25_26_27_28_33_metal_equipos_reparacion,Productos de metal equipos y reparacion,C,si,Rev.4,C,4,25|26|27|28|33,25|26|27|28|33,5,agregacion_rev4_para_compatibilidad,alta,Grupo amplio definido por reubicacion de reparacion e instalacion en Rev4 33.|Rev4 33 se agrega con metal/equipos para evitar quiebre artificial hacia atras.,12156513988.759174,,4958614423.739007,,2955752833.5493436,8259.137381310122
2011,C,29_30_vehiculos_transporte,Vehiculos y otros equipos de transporte,C,si,Rev.4,C,4,29|30,29|30,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,9990429492.144812,,2315089238.2560263,,1069936471.7638998,3800.868247820513
2011,C,31_32_muebles_otras_manufacturas,Muebles y otras manufacturas,C,si,Rev.4,C,4,31|32,31|32,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 36.,2846550868.154051,,1142772361.4239843,,754529216.6532025,2941.8641519255175
2012,C,10_11_12_alimentos_bebidas_tabaco,Alimentos bebidas y tabaco,C,si,Rev.4,C,4,10|11|12,10|11 y 12,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001 y agrupaciones publicadas.,172603129894.91943,,45108070788.33272,,19171996413.059486,53468.668718350746
2012,C,13_14_15_textiles_prendas_cuero,Textiles prendas y cuero,C,si,Rev.4,C,4,13|14|15,13|14|15,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,20414251741.20155,,4307148495.13612,,3563303875.5432916,12124.60314170846
2012,C,16_madera,Madera y productos de madera,C,si,Rev.4,C,4,16,16,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,6810299216.151784,,1453374912.6159267,,1067464448.5067487,3249.4434675308435
2012,C,17_18_papel_impresion,Papel impresion y reproduccion,C,si,Rev.4,C,4,17|18,17|18,2,agregacion_rev4_para_compatibilidad,media,Agregado Rev4 definido para compatibilidad con Rev3 21-22.,25543607546.933167,,8094276863.778924,,2431924427.045555,5567.454952234203
2012,C,19_refinacion,Coque y refinacion de petroleo,C,si,Rev.4,C,4,19,19,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,56447655661.14728,,12777646882.599997,,2103700744.0,2659.0
2012,C,20_21_22_quimicos_farma_caucho_plastico,Quimicos farmaceuticos caucho y plastico,C,si,Rev.4,C,4,20|21|22,20|21|22,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 24-25.,48361589474.56268,,13848816588.063282,,7501758552.835925,13601.260710720122
2012,C,23_24_minerales_metales,Minerales no metalicos y metales comunes,C,si,Rev.4,C,4,23|24,23|24,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,13423963672.10796,,5133608617.078192,,2331156748.6401896,4629.175420909768
2012,C,25_26_27_28_33_metal_equipos_reparacion,Productos de metal equipos y reparacion,C,si,Rev.4,C,4,25|26|27|28|33,25|26|27|28|33,5,agregacion_rev4_para_compatibilidad,alta,Grupo amplio definido por reubicacion de reparacion e instalacion en Rev4 33.|Rev4 33 se agrega con metal/equipos para evitar quiebre artificial hacia atras.,14587490630.085442,,5623647677.623765,,3485845729.13202,7943.748387142157
2012,C,29_30_vehiculos_transporte,Vehiculos y otros equipos de transporte,C,si,Rev.4,C,4,29|30,29|30,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,5442313505.858726,,1720429043.5310123,,1281260542.91181,4043.542411963075
2012,C,31_32_muebles_otras_manufacturas,Muebles y otras manufacturas,C,si,Rev.4,C,4,31|32,31|32,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 36.,2861175907.3195477,,1225154664.8138812,,849463207.750108,2851.8523230158403
2013,C,10_11_12_alimentos_bebidas_tabaco,Alimentos bebidas y tabaco,C,si,Rev.4,C,4,10|11|12,10|11 y 12,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001 y agrupaciones publicadas.,180764578024.884,,46511537608.59755,,22041058605.43776,54492.724533777604
2013,C,13_14_15_textiles_prendas_cuero,Textiles prendas y cuero,C,si,Rev.4,C,4,13|14|15,13|14|15,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,21398633816.43419,,5094535045.352985,,3994892659.749792,11396.716198307087
2013,C,16_madera,Madera y productos de madera,C,si,Rev.4,C,4,16,16,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,6856221589.089392,,1662835847.1899254,,875841965.3804842,3153.5616490813622
2013,C,17_18_papel_impresion,Papel impresion y reproduccion,C,si,Rev.4,C,4,17|18,17|18,2,agregacion_rev4_para_compatibilidad,media,Agregado Rev4 definido para compatibilidad con Rev3 21-22.,28318450987.33403,,9811613779.339256,,2629323275.1282096,5488.316563651049
2013,C,19_refinacion,Coque y refinacion de petroleo,C,si,Rev.4,C,4,19,19,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,61964526747.9111,,17179605967.000004,,2540634589.0,2721.0
2013,C,20_21_22_quimicos_farma_caucho_plastico,Quimicos farmaceuticos caucho y plastico,C,si,Rev.4,C,4,20|21|22,20|21|22,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 24-25.,53150093637.59792,,15556584166.8445,,8752661864.569593,13835.10096355948
2013,C,23_24_minerales_metales,Minerales no metalicos y metales comunes,C,si,Rev.4,C,4,23|24,23|24,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,14160891382.830227,,6135645969.56971,,2833580476.012579,4725.803144620026
2013,C,25_26_27_28_33_metal_equipos_reparacion,Productos de metal equipos y reparacion,C,si,Rev.4,C,4,25|26|27|28|33,25|26|27|28|33,5,agregacion_rev4_para_compatibilidad,alta,Grupo amplio definido por reubicacion de reparacion e instalacion en Rev4 33.|Rev4 33 se agrega con metal/equipos para evitar quiebre artificial hacia atras.,15407006742.686783,,6136835908.795093,,4118441127.350923,7981.067902500157
2013,C,29_30_vehiculos_transporte,Vehiculos y otros equipos de transporte,C,si,Rev.4,C,4,29|30,29 y 30,1,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,8453289545.322666,,2478848417.5589356,,1491785646.0896685,3361.299565338606
2013,C,31_32_muebles_otras_manufacturas,Muebles y otras manufacturas,C,si,Rev.4,C,4,31|32,31|32,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 36.,3021887726.202408,,1327992563.4863386,,908459013.7898221,2642.1592938227186
2014,C,10_11_12_alimentos_bebidas_tabaco,Alimentos bebidas y tabaco,C,si,Rev.4,C,4,10|11|12,10|11 y 12,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001 y agrupaciones publicadas.,213786500255.18613,,60646533248.97579,,25362331769.481678,53576.670839142695
2014,C,13_14_15_textiles_prendas_cuero,Textiles prendas y cuero,C,si,Rev.4,C,4,13|14|15,13|14|15,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,24187160371.249313,,6003140199.7176075,,3941754349.4697447,10205.383521714866
2014,C,16_madera,Madera y productos de madera,C,si,Rev.4,C,4,16,16,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,8104718202.808858,,2212200077.0978274,,1001172364.0940027,3010.781250725383
2014,C,17_18_papel_impresion,Papel impresion y reproduccion,C,si,Rev.4,C,4,17|18,17|18,2,agregacion_rev4_para_compatibilidad,media,Agregado Rev4 definido para compatibilidad con Rev3 21-22.,35842214488.27806,,9314079142.236835,,3147582285.3690624,5410.101660330438
2014,C,19_refinacion,Coque y refinacion de petroleo,C,si,Rev.4,C,4,19,19,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,66100845981.12972,,17502769443.999996,,2915327525.0,2974.0
2014,C,20_21_22_quimicos_farma_caucho_plastico,Quimicos farmaceuticos caucho y plastico,C,si,Rev.4,C,4,20|21|22,20|21|22,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 24-25.,57780463361.974396,,18249276889.961575,,9574210373.402885,13761.662319798072
2014,C,23_24_minerales_metales,Minerales no metalicos y metales comunes,C,si,Rev.4,C,4,23|24,23|24,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,15162564282.590887,,5797161925.607414,,3134208268.227895,4534.059592203574
2014,C,25_26_27_28_33_metal_equipos_reparacion,Productos de metal equipos y reparacion,C,si,Rev.4,C,4,25|26|27|28|33,25|26|27|28|33,5,agregacion_rev4_para_compatibilidad,alta,Grupo amplio definido por reubicacion de reparacion e instalacion en Rev4 33.|Rev4 33 se agrega con metal/equipos para evitar quiebre artificial hacia atras.,19854105924.556324,,7378966651.51608,,5015339389.107004,8362.104700785512
2014,C,29_30_vehiculos_transporte,Vehiculos y otros equipos de transporte,C,si,Rev.4,C,4,29|30,29 y 30,1,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,9539118129.22328,,2231907933.675058,,1741363280.75982,3399.358819011897
2014,C,31_32_muebles_otras_manufacturas,Muebles y otras manufacturas,C,si,Rev.4,C,4,31|32,31|32,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 36.,3283228226.4188685,,1444096434.370636,,1004356760.780271,2466.304246241705
2015,C,10_11_12_alimentos_bebidas_tabaco,Alimentos bebidas y tabaco,C,si,Rev.4,C,4,10|11|12,10|11 y 12,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001 y agrupaciones publicadas.,224773868084.7456,,67624480965.84396,,27520249912.03955,52246.10113343813
2015,C,13_14_15_textiles_prendas_cuero,Textiles prendas y cuero,C,si,Rev.4,C,4,13|14|15,13|14|15,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,23294609637.03359,,5647041006.990161,,3850791532.8045316,9305.28408964106
2015,C,16_madera,Madera y productos de madera,C,si,Rev.4,C,4,16,16,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,8386120425.283268,,2462342827.828924,,1370881283.554804,3215.057126942977
2015,C,17_18_papel_impresion,Papel impresion y reproduccion,C,si,Rev.4,C,4,17|18,17|18,2,agregacion_rev4_para_compatibilidad,media,Agregado Rev4 definido para compatibilidad con Rev3 21-22.,54046100431.646164,,17629352104.183174,,3711727492.11798,5568.671820358585
2015,C,19_refinacion,Coque y refinacion de petroleo,C,si,Rev.4,C,4,19,19,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,60469475405.778336,,20836859862.0,,3501281484.0,2782.0
2015,C,20_21_22_quimicos_farma_caucho_plastico,Quimicos farmaceuticos caucho y plastico,C,si,Rev.4,C,4,20|21|22,20|21|22,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 24-25.,61925932255.6314,,20232791750.95442,,10314454912.652735,12999.106777110817
2015,C,23_24_minerales_metales,Minerales no metalicos y metales comunes,C,si,Rev.4,C,4,23|24,23|24,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,14022020740.530693,,5521729107.622084,,3177073090.744169,4351.395932371035
2015,C,25_26_27_28_33_metal_equipos_reparacion,Productos de metal equipos y reparacion,C,si,Rev.4,C,4,25|26|27|28|33,25|26|27|28|33,5,agregacion_rev4_para_compatibilidad,alta,Grupo amplio definido por reubicacion de reparacion e instalacion en Rev4 33.|Rev4 33 se agrega con metal/equipos para evitar quiebre artificial hacia atras.,19928945022.415695,,7960586417.113966,,4964557167.988685,7623.188271807098
2015,C,29_30_vehiculos_transporte,Vehiculos y otros equipos de transporte,C,si,Rev.4,C,4,29|30,29 y 30,1,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,7279016390.215912,,2314673538.8624597,,1523812600.1413536,3083.3054923127243
2015,C,31_32_muebles_otras_manufacturas,Muebles y otras manufacturas,C,si,Rev.4,C,4,31|32,31|32,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 36.,3968877829.9565973,,1709816321.1928988,,1169043156.9253075,2617.098256973991
2016,C,10_11_12_alimentos_bebidas_tabaco,Alimentos bebidas y tabaco,C,si,Rev.4,C,4,10|11|12,10|11 y 12,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001 y agrupaciones publicadas.,236555810340.6008,,64386861683.72345,,30423071873.29127,51376.547852743875
2016,C,13_14_15_textiles_prendas_cuero,Textiles prendas y cuero,C,si,Rev.4,C,4,13|14|15,13|14|15,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,22506293827.907692,,5297263348.584152,,4010254546.0583997,8292.676727185017
2016,C,16_madera,Madera y productos de madera,C,si,Rev.4,C,4,16,16,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,8521775507.898925,,1879071604.2414541,,1453103453.17397,3098.2817036331717
2016,C,17_18_papel_impresion,Papel impresion y reproduccion,C,si,Rev.4,C,4,17|18,17|18,2,agregacion_rev4_para_compatibilidad,media,Agregado Rev4 definido para compatibilidad con Rev3 21-22.,49857368115.61131,,14541263939.545868,,3331779083.79036,4922.549417244969
2016,C,19_refinacion,Coque y refinacion de petroleo,C,si,Rev.4,C,4,19,19,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,65096338926.02118,,31194121278.02118,,3697579880.0,2665.0
2016,C,20_21_22_quimicos_farma_caucho_plastico,Quimicos farmaceuticos caucho y plastico,C,si,Rev.4,C,4,20|21|22,20|21|22,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 24-25.,64265113112.34807,,21219265857.558964,,11836897850.261703,13222.51768898769
2016,C,23_24_minerales_metales,Minerales no metalicos y metales comunes,C,si,Rev.4,C,4,23|24,23|24,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,13167733302.828167,,5340375122.342431,,3347476593.2709475,4250.648926916718
2016,C,25_26_27_28_33_metal_equipos_reparacion,Productos de metal equipos y reparacion,C,si,Rev.4,C,4,25|26|27|28|33,25|26|27|28|33,5,agregacion_rev4_para_compatibilidad,alta,Grupo amplio definido por reubicacion de reparacion e instalacion en Rev4 33.|Rev4 33 se agrega con metal/equipos para evitar quiebre artificial hacia atras.,19933392238.518745,,8089095206.070998,,5122714308.778348,7373.567445117882
2016,C,29_30_vehiculos_transporte,Vehiculos y otros equipos de transporte,C,si,Rev.4,C,4,29|30,29 y 30,1,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,4245691843.7219734,,1727838921.8295712,,1450476423.6514523,2541.0165488865496
2016,C,31_32_muebles_otras_manufacturas,Muebles y otras manufacturas,C,si,Rev.4,C,4,31|32,31|32,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 36.,4133339739.6715813,,1707682190.7308922,,1180687852.4636796,2497.640406049637
2017,C,10_11_12_alimentos_bebidas_tabaco,Alimentos bebidas y tabaco,C,si,Rev.4,C,5,10|11|12,10|11 y 12,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001 y agrupaciones publicadas.,244025248912.31964,233634761971.8064,70622956205.59341,60232469265.08025,33420785473.02001,50635.29135381941
2017,C,13_14_15_textiles_prendas_cuero,Textiles prendas y cuero,C,si,Rev.4,C,5,13|14|15,13|14|15,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,19462047704.75008,19436815169.55514,4495385795.677844,4470153260.4829035,3913087066.6223717,7821.756067147475
2017,C,16_madera,Madera y productos de madera,C,si,Rev.4,C,5,16,16,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,13237156062.068743,13232227539.068743,2977785910.355379,2972857387.355379,1862999116.4594648,3185.539071374807
2017,C,17_18_papel_impresion,Papel impresion y reproduccion,C,si,Rev.4,C,5,17|18,17|18,2,agregacion_rev4_para_compatibilidad,media,Agregado Rev4 definido para compatibilidad con Rev3 21-22.,53233183643.39509,53230213163.69949,19616651048.481472,19613680568.78587,3525610315.42341,4542.185228125626
2017,C,19_refinacion,Coque y refinacion de petroleo,C,si,Rev.4,C,5,19,19,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,50095981482.13297,32371358228.132973,28824235329.0,11099612075.0,3750496015.0,2532.0
2017,C,20_21_22_quimicos_farma_caucho_plastico,Quimicos farmaceuticos caucho y plastico,C,si,Rev.4,C,5,20|21|22,20|21|22,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 24-25.,62942680866.26401,62813664202.98393,21415409710.031693,21286393046.75161,12557419353.768957,12703.189427399677
2017,C,23_24_minerales_metales,Minerales no metalicos y metales comunes,C,si,Rev.4,C,5,23|24,23|24,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,11862984773.133038,11862984773.133038,4251722910.391001,4251722910.391001,3295776283.5916033,3927.8178148149027
2017,C,25_26_27_28_33_metal_equipos_reparacion,Productos de metal equipos y reparacion,C,si,Rev.4,C,5,25|26|27|28|33,25|26|27|28|33,5,agregacion_rev4_para_compatibilidad,alta,Grupo amplio definido por reubicacion de reparacion e instalacion en Rev4 33.|Rev4 33 se agrega con metal/equipos para evitar quiebre artificial hacia atras.,18626376901.596485,18626376901.596485,8061831367.85839,8061831367.85839,5254436891.161725,7058.365671673993
2017,C,29_30_vehiculos_transporte,Vehiculos y otros equipos de transporte,C,si,Rev.4,C,5,29|30,29 y 30,1,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,6678590524.684361,6596414038.552584,2349675043.861801,2267498557.7300234,1812359207.0740135,2905.579317125304
2017,C,31_32_muebles_otras_manufacturas,Muebles y otras manufacturas,C,si,Rev.4,C,5,31|32,31|32,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 36.,3977274546.0912695,3977274546.0912695,1808918552.6104164,1808918552.6104164,1192007587.6502037,2155.273274627092
2018,C,10_11_12_alimentos_bebidas_tabaco,Alimentos bebidas y tabaco,C,si,Rev.4,C,5,10|11|12,10|11 y 12,2,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001 y agrupaciones publicadas.,264981508716.46692,253955188561.26633,79866472880.33733,68840152725.13681,36817393796.3712,50377.83459965785
2018,C,13_14_15_textiles_prendas_cuero,Textiles prendas y cuero,C,si,Rev.4,C,5,13|14|15,13|14|15,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con 2001.,20341215535.947273,20340804325.73814,4728081925.03691,4727670714.827777,3719942194.5658417,6483.486508212482
2018,C,16_madera,Madera y productos de madera,C,si,Rev.4,C,5,16,16,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,17016949938.241556,17006902737.187416,3998569104.318474,3988521903.264334,1873509369.6742942,3045.183339333446
2018,C,17_18_papel_impresion,Papel impresion y reproduccion,C,si,Rev.4,C,5,17|18,17|18,2,agregacion_rev4_para_compatibilidad,media,Agregado Rev4 definido para compatibilidad con Rev3 21-22.,66178312247.35947,66175402829.35947,30657021415.532104,30654111997.532104,3639878523.566223,4351.8246939739665
2018,C,19_refinacion,Coque y refinacion de petroleo,C,si,Rev.4,C,5,19,19,1,uno_a_uno,baja,Division Rev4 conservada como grupo.,84849636320.10085,65868579893.10086,36297376831.0,17316320404.0,4051463576.0,2425.0
2018,C,20_21_22_quimicos_farma_caucho_plastico,Quimicos farmaceuticos caucho y plastico,C,si,Rev.4,C,5,20|21|22,20|21|22,3,agregacion_rev4_para_compatibilidad,baja,Agregado Rev4 definido para compatibilidad con Rev3 24-25.,67451748804.296234,67316491701.854576,23962984105.81223,23827727003.370567,13946160628.334764,12544.655847750813
